,acceleration,SPEED,Frequency
616,-1.7,31.0,1.1363313542228914e-05
617,-1.7,32.0,1.4204141927786142e-05
618,-1.7,33.0,2.8408283855572286e-06
619,-1.7,34.0,2.5567455470015058e-05
620,-1.7,35.0,2.8408283855572286e-06
621,-1.7,36.0,2.8408283855572283e-05
622,-1.7,37.0,2.8408283855572286e-06
623,-1.7,38.0,5.681656771114457e-06
624,-1.7,39.0,1.704497031334337e-05
625,-1.7,40.0,1.1363313542228914e-05
626,-1.7,41.0,1.1363313542228914e-05
627,-1.7,42.0,1.1363313542228914e-05
628,-1.7,43.0,5.681656771114457e-06
629,-1.7,44.0,1.4204141927786142e-05
630,-1.7,45.0,2.8408283855572286e-06
631,-1.7,46.0,2.8408283855572286e-06
632,-1.7,47.0,5.681656771114457e-06
633,-1.7,48.0,2.8408283855572286e-06
634,-1.7,49.0,5.681656771114457e-06
635,-1.7,53.0,2.8408283855572286e-06
636,-1.7,55.0,2.8408283855572286e-06
637,-1.7,57.0,2.8408283855572286e-06
638,-1.7,58.0,2.8408283855572286e-06
639,-1.7,59.0,2.8408283855572286e-06
640,-1.7,60.0,2.8408283855572286e-06
641,-1.7,61.0,2.8408283855572286e-06
642,-1.7,63.0,5.681656771114457e-06
643,-1.7,64.0,2.8408283855572286e-06
644,-1.7,76.0,2.8408283855572286e-06
645,-1.7,81.0,2.8408283855572286e-06
646,-1.6,1.0,3.97715973978012e-05
647,-1.6,2.0,0.00010795147865117468
648,-1.6,3.0,1.98857986989006e-05
649,-1.6,4.0,8.522485156671685e-06
650,-1.6,5.0,1.4204141927786142e-05
651,-1.6,6.0,2.8408283855572283e-05
652,-1.6,7.0,2.5567455470015058e-05
653,-1.6,8.0,1.704497031334337e-05
654,-1.6,9.0,1.704497031334337e-05
655,-1.6,10.0,5.681656771114457e-06
656,-1.6,11.0,8.522485156671685e-06
657,-1.6,12.0,5.681656771114457e-06
658,-1.6,13.0,1.704497031334337e-05
659,-1.6,14.0,3.408994062668674e-05
660,-1.6,15.0,4.2612425783358425e-05
661,-1.6,16.0,3.1249112241129516e-05
662,-1.6,17.0,3.693076901224397e-05
663,-1.6,18.0,4.545325416891566e-05
664,-1.6,19.0,5.681656771114457e-05
665,-1.6,20.0,6.817988125337348e-05
666,-1.6,21.0,3.1249112241129516e-05
667,-1.6,22.0,5.96573960967018e-05
668,-1.6,23.0,5.1134910940030115e-05
669,-1.6,24.0,6.249822448225903e-05
670,-1.6,25.0,3.1249112241129516e-05
671,-1.6,26.0,4.2612425783358425e-05
672,-1.6,27.0,5.1134910940030115e-05
673,-1.6,28.0,4.829408255447288e-05
674,-1.6,29.0,2.8408283855572283e-05
675,-1.6,30.0,3.1249112241129516e-05
676,-1.6,31.0,3.97715973978012e-05
677,-1.6,32.0,3.1249112241129516e-05
678,-1.6,33.0,1.98857986989006e-05
679,-1.6,34.0,3.693076901224397e-05
680,-1.6,35.0,2.5567455470015058e-05
681,-1.6,36.0,1.704497031334337e-05
682,-1.6,37.0,3.1249112241129516e-05
683,-1.6,38.0,1.704497031334337e-05
684,-1.6,39.0,8.522485156671685e-06
685,-1.6,40.0,1.98857986989006e-05
686,-1.6,41.0,8.522485156671685e-06
687,-1.6,42.0,1.704497031334337e-05
688,-1.6,43.0,2.8408283855572286e-06
689,-1.6,44.0,5.681656771114457e-06
690,-1.6,45.0,5.681656771114457e-06
691,-1.6,46.0,1.1363313542228914e-05
692,-1.6,47.0,8.522485156671685e-06
693,-1.6,48.0,1.1363313542228914e-05
694,-1.6,49.0,1.1363313542228914e-05
695,-1.6,50.0,1.4204141927786142e-05
696,-1.6,51.0,8.522485156671685e-06
697,-1.6,52.0,2.8408283855572286e-06
698,-1.6,53.0,2.8408283855572286e-06
699,-1.6,54.0,8.522485156671685e-06
700,-1.6,55.0,2.8408283855572286e-06
701,-1.6,57.0,2.8408283855572286e-06
702,-1.6,58.0,2.8408283855572286e-06
703,-1.6,60.0,2.8408283855572286e-06
704,-1.6,62.0,5.681656771114457e-06
705,-1.6,63.0,2.8408283855572286e-06
706,-1.5,1.0,1.1363313542228914e-05
707,-1.5,2.0,5.96573960967018e-05
708,-1.5,3.0,1.1363313542228914e-05
709,-1.5,4.0,1.98857986989006e-05
710,-1.5,5.0,1.4204141927786142e-05
711,-1.5,6.0,2.5567455470015058e-05
712,-1.5,7.0,1.1363313542228914e-05
713,-1.5,8.0,1.4204141927786142e-05
714,-1.5,9.0,1.98857986989006e-05
715,-1.5,10.0,2.5567455470015058e-05
716,-1.5,11.0,1.704497031334337e-05
717,-1.5,12.0,8.522485156671685e-06
718,-1.5,13.0,1.98857986989006e-05
719,-1.5,14.0,5.681656771114457e-06
720,-1.5,15.0,3.1249112241129516e-05
721,-1.5,16.0,3.408994062668674e-05
722,-1.5,17.0,5.1134910940030115e-05
723,-1.5,18.0,8.522485156671685e-05
724,-1.5,19.0,2.5567455470015058e-05
725,-1.5,20.0,5.397573932558734e-05
726,-1.5,21.0,7.386153802448793e-05
727,-1.5,22.0,4.829408255447288e-05
728,-1.5,23.0,2.5567455470015058e-05
729,-1.5,24.0,5.397573932558734e-05
730,-1.5,25.0,3.97715973978012e-05
731,-1.5,26.0,5.1134910940030115e-05
732,-1.5,27.0,3.1249112241129516e-05
733,-1.5,28.0,4.829408255447288e-05
734,-1.5,29.0,3.693076901224397e-05
735,-1.5,30.0,2.5567455470015058e-05
736,-1.5,31.0,3.1249112241129516e-05
737,-1.5,32.0,3.693076901224397e-05
738,-1.5,33.0,4.545325416891566e-05
739,-1.5,34.0,4.829408255447288e-05
740,-1.5,35.0,2.5567455470015058e-05
741,-1.5,36.0,2.5567455470015058e-05
742,-1.5,37.0,1.704497031334337e-05
743,-1.5,38.0,3.1249112241129516e-05
744,-1.5,39.0,2.5567455470015058e-05
745,-1.5,40.0,1.704497031334337e-05
746,-1.5,41.0,5.681656771114457e-06
747,-1.5,42.0,5.681656771114457e-06
748,-1.5,43.0,1.1363313542228914e-05
749,-1.5,46.0,2.8408283855572286e-06
750,-1.5,47.0,8.522485156671685e-06
751,-1.5,48.0,2.8408283855572286e-06
752,-1.5,49.0,2.8408283855572286e-06
753,-1.5,50.0,2.8408283855572286e-06
754,-1.5,51.0,8.522485156671685e-06
755,-1.5,55.0,5.681656771114457e-06
756,-1.5,57.0,8.522485156671685e-06
757,-1.5,59.0,2.8408283855572286e-06
758,-1.5,62.0,2.8408283855572286e-06
759,-1.5,65.0,2.8408283855572286e-06
760,-1.5,68.0,2.8408283855572286e-06
761,-1.5,70.0,2.8408283855572286e-06
762,-1.5,76.0,2.8408283855572286e-06
763,-1.5,82.0,5.681656771114457e-06
764,-1.4,1.0,3.1249112241129516e-05
765,-1.4,2.0,8.238402318115963e-05
766,-1.4,3.0,2.8408283855572283e-05
767,-1.4,4.0,2.272662708445783e-05
768,-1.4,5.0,2.8408283855572283e-05
769,-1.4,6.0,1.98857986989006e-05
770,-1.4,7.0,2.272662708445783e-05
771,-1.4,8.0,3.693076901224397e-05
772,-1.4,9.0,1.1363313542228914e-05
773,-1.4,10.0,1.98857986989006e-05
774,-1.4,11.0,2.272662708445783e-05
775,-1.4,12.0,1.704497031334337e-05
776,-1.4,13.0,1.98857986989006e-05
777,-1.4,14.0,4.2612425783358425e-05
778,-1.4,15.0,5.96573960967018e-05
779,-1.4,16.0,9.374733672338853e-05
780,-1.4,17.0,6.249822448225903e-05
781,-1.4,18.0,7.102070963893072e-05
782,-1.4,19.0,4.545325416891566e-05
783,-1.4,20.0,7.95431947956024e-05
784,-1.4,21.0,8.806567995227408e-05
785,-1.4,22.0,7.95431947956024e-05
786,-1.4,23.0,6.249822448225903e-05
787,-1.4,24.0,6.533905286781625e-05
788,-1.4,25.0,6.817988125337348e-05
789,-1.4,26.0,6.817988125337348e-05
790,-1.4,27.0,5.681656771114457e-05
791,-1.4,28.0,7.95431947956024e-05
792,-1.4,29.0,7.102070963893072e-05
793,-1.4,30.0,5.681656771114457e-05
794,-1.4,31.0,5.96573960967018e-05
795,-1.4,32.0,8.806567995227408e-05
796,-1.4,33.0,5.681656771114457e-05
797,-1.4,34.0,6.817988125337348e-05
798,-1.4,35.0,5.681656771114457e-05
799,-1.4,36.0,4.545325416891566e-05
800,-1.4,37.0,5.96573960967018e-05
801,-1.4,38.0,6.249822448225903e-05
802,-1.4,39.0,4.829408255447288e-05
803,-1.4,40.0,2.5567455470015058e-05
804,-1.4,41.0,1.4204141927786142e-05
805,-1.4,42.0,3.97715973978012e-05
806,-1.4,43.0,1.98857986989006e-05
807,-1.4,44.0,3.693076901224397e-05
808,-1.4,45.0,3.1249112241129516e-05
809,-1.4,46.0,2.272662708445783e-05
810,-1.4,47.0,1.1363313542228914e-05
811,-1.4,48.0,2.8408283855572286e-06
812,-1.4,49.0,2.5567455470015058e-05
813,-1.4,50.0,1.98857986989006e-05
814,-1.4,51.0,8.522485156671685e-06
815,-1.4,52.0,1.98857986989006e-05
816,-1.4,53.0,5.681656771114457e-06
817,-1.4,54.0,5.681656771114457e-06
818,-1.4,55.0,1.1363313542228914e-05
819,-1.4,56.0,8.522485156671685e-06
820,-1.4,59.0,2.8408283855572286e-06
821,-1.4,60.0,5.681656771114457e-06
822,-1.4,63.0,2.8408283855572286e-06
823,-1.4,66.0,5.681656771114457e-06
824,-1.4,68.0,2.8408283855572286e-06
825,-1.4,71.0,2.8408283855572286e-06
826,-1.4,73.0,2.8408283855572286e-06
827,-1.4,76.0,2.8408283855572286e-06
828,-1.4,78.0,2.8408283855572286e-06
829,-1.4,87.0,2.8408283855572286e-06
830,-1.3,1.0,4.2612425783358425e-05
831,-1.3,2.0,6.249822448225903e-05
832,-1.3,3.0,4.2612425783358425e-05
833,-1.3,4.0,2.272662708445783e-05
834,-1.3,5.0,2.5567455470015058e-05
835,-1.3,6.0,2.5567455470015058e-05
836,-1.3,7.0,3.408994062668674e-05
837,-1.3,8.0,2.272662708445783e-05
838,-1.3,9.0,3.408994062668674e-05
839,-1.3,10.0,1.98857986989006e-05
840,-1.3,11.0,2.272662708445783e-05
841,-1.3,12.0,2.272662708445783e-05
842,-1.3,13.0,3.97715973978012e-05
843,-1.3,14.0,7.386153802448793e-05
844,-1.3,15.0,0.00012499644896451806
845,-1.3,16.0,0.00013351893412118975
846,-1.3,17.0,9.658816510894577e-05
847,-1.3,18.0,0.00011079230703673191
848,-1.3,19.0,0.00010511065026561745
849,-1.3,20.0,0.00011363313542228913
850,-1.3,21.0,8.806567995227408e-05
851,-1.3,22.0,0.00011647396380784637
852,-1.3,23.0,6.817988125337348e-05
853,-1.3,24.0,9.658816510894577e-05
854,-1.3,25.0,0.00012783727735007528
855,-1.3,26.0,0.0001193147921934036
856,-1.3,27.0,0.00012215562057896082
857,-1.3,28.0,8.806567995227408e-05
858,-1.3,29.0,8.238402318115963e-05
859,-1.3,30.0,0.00011363313542228913
860,-1.3,31.0,8.806567995227408e-05
861,-1.3,32.0,7.102070963893072e-05
862,-1.3,33.0,5.96573960967018e-05
863,-1.3,34.0,6.533905286781625e-05
864,-1.3,35.0,5.1134910940030115e-05
865,-1.3,36.0,7.102070963893072e-05
866,-1.3,37.0,4.829408255447288e-05
867,-1.3,38.0,5.1134910940030115e-05
868,-1.3,39.0,5.1134910940030115e-05
869,-1.3,40.0,4.829408255447288e-05
870,-1.3,41.0,3.693076901224397e-05
871,-1.3,42.0,4.2612425783358425e-05
872,-1.3,43.0,3.1249112241129516e-05
873,-1.3,44.0,6.533905286781625e-05
874,-1.3,45.0,1.4204141927786142e-05
875,-1.3,46.0,1.704497031334337e-05
876,-1.3,47.0,1.98857986989006e-05
877,-1.3,48.0,1.4204141927786142e-05
878,-1.3,49.0,2.5567455470015058e-05
879,-1.3,50.0,2.272662708445783e-05
880,-1.3,51.0,1.1363313542228914e-05
881,-1.3,52.0,8.522485156671685e-06
882,-1.3,53.0,8.522485156671685e-06
883,-1.3,54.0,1.1363313542228914e-05
884,-1.3,55.0,1.1363313542228914e-05
885,-1.3,56.0,5.681656771114457e-06
886,-1.3,57.0,1.1363313542228914e-05
887,-1.3,58.0,5.681656771114457e-06
888,-1.3,59.0,2.8408283855572286e-06
889,-1.3,60.0,2.8408283855572286e-06
890,-1.3,61.0,2.8408283855572286e-06
891,-1.3,62.0,8.522485156671685e-06
892,-1.3,63.0,2.8408283855572286e-06
893,-1.3,64.0,2.8408283855572286e-06
894,-1.3,65.0,2.8408283855572286e-06
895,-1.3,67.0,2.8408283855572286e-06
896,-1.3,68.0,2.8408283855572286e-06
897,-1.3,70.0,2.8408283855572286e-06
898,-1.3,85.0,2.8408283855572286e-06
899,-1.3,86.0,2.8408283855572286e-06
900,-1.3,92.0,2.8408283855572286e-06
901,-1.2,1.0,4.545325416891566e-05
902,-1.2,2.0,8.522485156671685e-05
903,-1.2,3.0,4.829408255447288e-05
904,-1.2,4.0,2.8408283855572283e-05
905,-1.2,5.0,3.1249112241129516e-05
906,-1.2,6.0,4.829408255447288e-05
907,-1.2,7.0,4.545325416891566e-05
908,-1.2,8.0,2.8408283855572283e-05
909,-1.2,9.0,2.5567455470015058e-05
910,-1.2,10.0,2.272662708445783e-05
911,-1.2,11.0,3.408994062668674e-05
912,-1.2,12.0,2.272662708445783e-05
913,-1.2,13.0,8.522485156671685e-05
914,-1.2,14.0,9.658816510894577e-05
915,-1.2,15.0,0.00012215562057896082
916,-1.2,16.0,0.00016760887474787648
917,-1.2,17.0,0.00015624556120564758
918,-1.2,18.0,0.00015056390443453311
919,-1.2,19.0,0.00011363313542228913
920,-1.2,20.0,0.00014204141927786143
921,-1.2,21.0,0.00010226982188006023
922,-1.2,22.0,0.00015340473282009033
923,-1.2,23.0,0.00010795147865117468
924,-1.2,24.0,0.00016760887474787648
925,-1.2,25.0,0.00012783727735007528
926,-1.2,26.0,0.0001193147921934036
927,-1.2,27.0,0.00013635976250674697
928,-1.2,28.0,0.00011647396380784637
929,-1.2,29.0,0.00010226982188006023
930,-1.2,30.0,0.00013351893412118975
931,-1.2,31.0,9.374733672338853e-05
932,-1.2,32.0,9.658816510894577e-05
933,-1.2,33.0,6.249822448225903e-05
934,-1.2,34.0,8.806567995227408e-05
935,-1.2,35.0,8.238402318115963e-05
936,-1.2,36.0,6.817988125337348e-05
937,-1.2,37.0,5.1134910940030115e-05
938,-1.2,38.0,8.806567995227408e-05
939,-1.2,39.0,5.681656771114457e-05
940,-1.2,40.0,7.95431947956024e-05
941,-1.2,41.0,4.2612425783358425e-05
942,-1.2,42.0,3.97715973978012e-05
943,-1.2,43.0,4.2612425783358425e-05
944,-1.2,44.0,3.408994062668674e-05
945,-1.2,45.0,2.5567455470015058e-05
946,-1.2,46.0,3.693076901224397e-05
947,-1.2,47.0,3.1249112241129516e-05
948,-1.2,48.0,4.2612425783358425e-05
949,-1.2,49.0,2.8408283855572283e-05
950,-1.2,50.0,1.704497031334337e-05
951,-1.2,51.0,1.98857986989006e-05
952,-1.2,52.0,1.704497031334337e-05
953,-1.2,53.0,1.704497031334337e-05
954,-1.2,54.0,2.5567455470015058e-05
955,-1.2,55.0,8.522485156671685e-06
956,-1.2,56.0,8.522485156671685e-06
957,-1.2,57.0,1.4204141927786142e-05
958,-1.2,58.0,1.98857986989006e-05
959,-1.2,59.0,5.681656771114457e-06
960,-1.2,60.0,5.681656771114457e-06
961,-1.2,61.0,2.8408283855572286e-06
962,-1.2,62.0,1.1363313542228914e-05
963,-1.2,63.0,5.681656771114457e-06
964,-1.2,65.0,2.8408283855572286e-06
965,-1.2,67.0,1.1363313542228914e-05
966,-1.2,69.0,2.8408283855572286e-06
967,-1.2,71.0,2.8408283855572286e-06
968,-1.2,72.0,5.681656771114457e-06
969,-1.2,73.0,2.8408283855572286e-06
970,-1.2,75.0,2.8408283855572286e-06
971,-1.2,76.0,5.681656771114457e-06
972,-1.2,77.0,2.8408283855572286e-06
973,-1.2,78.0,1.4204141927786142e-05
974,-1.2,81.0,2.8408283855572286e-06
975,-1.2,82.0,2.8408283855572286e-06
976,-1.2,84.0,2.8408283855572286e-06
977,-1.2,85.0,2.8408283855572286e-06
978,-1.2,90.0,2.8408283855572286e-06
979,-1.2,92.0,2.8408283855572286e-06
980,-1.1,1.0,4.545325416891566e-05
981,-1.1,2.0,8.522485156671685e-05
982,-1.1,3.0,3.97715973978012e-05
983,-1.1,4.0,2.272662708445783e-05
984,-1.1,5.0,3.97715973978012e-05
985,-1.1,6.0,3.408994062668674e-05
986,-1.1,7.0,2.8408283855572283e-05
987,-1.1,8.0,2.5567455470015058e-05
988,-1.1,9.0,4.2612425783358425e-05
989,-1.1,10.0,1.704497031334337e-05
990,-1.1,11.0,5.681656771114457e-05
991,-1.1,12.0,0.00013635976250674697
992,-1.1,13.0,0.00012215562057896082
993,-1.1,14.0,0.00014772307604897587
994,-1.1,15.0,0.00018465384506121985
995,-1.1,16.0,0.00015340473282009033
996,-1.1,17.0,0.00015624556120564758
997,-1.1,18.0,0.00019317633021789153
998,-1.1,19.0,0.00012215562057896082
999,-1.1,20.0,0.00018465384506121985
1000,-1.1,21.0,0.00021590295730234936
1001,-1.1,22.0,0.00018749467344677707
1002,-1.1,23.0,0.00010511065026561745
1003,-1.1,24.0,0.00017329053151899095
1004,-1.1,25.0,0.00012215562057896082
1005,-1.1,26.0,0.000198857986989006
1006,-1.1,27.0,0.00016760887474787648
1007,-1.1,28.0,0.00015624556120564758
1008,-1.1,29.0,0.00015340473282009033
1009,-1.1,30.0,0.00019317633021789153
1010,-1.1,31.0,0.00013920059089230418
1011,-1.1,32.0,0.00010795147865117468
1012,-1.1,33.0,0.00010511065026561745
1013,-1.1,34.0,0.00012215562057896082
1014,-1.1,35.0,0.00010795147865117468
1015,-1.1,36.0,8.806567995227408e-05
1016,-1.1,37.0,7.670236641004517e-05
1017,-1.1,38.0,9.658816510894577e-05
1018,-1.1,39.0,0.00010795147865117468
1019,-1.1,40.0,5.397573932558734e-05
1020,-1.1,41.0,6.533905286781625e-05
1021,-1.1,42.0,5.397573932558734e-05
1022,-1.1,43.0,5.1134910940030115e-05
1023,-1.1,44.0,4.545325416891566e-05
1024,-1.1,45.0,3.408994062668674e-05
1025,-1.1,46.0,5.397573932558734e-05
1026,-1.1,47.0,5.96573960967018e-05
1027,-1.1,48.0,6.817988125337348e-05
1028,-1.1,49.0,3.1249112241129516e-05
1029,-1.1,50.0,3.693076901224397e-05
1030,-1.1,51.0,2.5567455470015058e-05
1031,-1.1,52.0,2.8408283855572283e-05
1032,-1.1,53.0,1.98857986989006e-05
1033,-1.1,54.0,2.8408283855572283e-05
1034,-1.1,55.0,2.272662708445783e-05
1035,-1.1,56.0,3.693076901224397e-05
1036,-1.1,57.0,8.522485156671685e-06
1037,-1.1,58.0,1.1363313542228914e-05
1038,-1.1,59.0,5.681656771114457e-06
1039,-1.1,60.0,3.408994062668674e-05
1040,-1.1,61.0,5.681656771114457e-06
1041,-1.1,62.0,1.4204141927786142e-05
1042,-1.1,64.0,2.8408283855572286e-06
1043,-1.1,65.0,5.681656771114457e-06
1044,-1.1,66.0,1.4204141927786142e-05
1045,-1.1,67.0,1.1363313542228914e-05
1046,-1.1,68.0,2.8408283855572286e-06
1047,-1.1,69.0,2.8408283855572286e-06
1048,-1.1,70.0,2.8408283855572286e-06
1049,-1.1,71.0,5.681656771114457e-06
1050,-1.1,72.0,2.8408283855572286e-06
1051,-1.1,75.0,2.8408283855572286e-06
1052,-1.1,77.0,2.8408283855572286e-06
1053,-1.1,79.0,2.8408283855572286e-06
1054,-1.1,80.0,2.8408283855572286e-06
1055,-1.1,84.0,2.8408283855572286e-06
1056,-1.1,90.0,2.8408283855572286e-06
1057,-1.0,1.0,4.545325416891566e-05
1058,-1.0,2.0,7.95431947956024e-05
1059,-1.0,3.0,7.386153802448793e-05
1060,-1.0,4.0,3.97715973978012e-05
1061,-1.0,5.0,3.408994062668674e-05
1062,-1.0,6.0,2.8408283855572283e-05
1063,-1.0,7.0,5.96573960967018e-05
1064,-1.0,8.0,5.1134910940030115e-05
1065,-1.0,9.0,3.97715973978012e-05
1066,-1.0,10.0,4.2612425783358425e-05
1067,-1.0,11.0,9.9428993494503e-05
1068,-1.0,12.0,0.00022158461407346383
1069,-1.0,13.0,0.0001704497031334337
1070,-1.0,14.0,0.0002301070992301355
1071,-1.0,15.0,0.00021590295730234936
1072,-1.0,16.0,0.000198857986989006
1073,-1.0,17.0,0.00016476804636231926
1074,-1.0,18.0,0.00018181301667566263
1075,-1.0,19.0,0.0001903355018323343
1076,-1.0,20.0,0.00021874378568790658
1077,-1.0,21.0,0.00016760887474787648
1078,-1.0,22.0,0.00024147041277236442
1079,-1.0,23.0,0.00018749467344677707
1080,-1.0,24.0,0.00022442544245902105
1081,-1.0,25.0,0.00019601715860344878
1082,-1.0,26.0,0.00021306212891679215
1083,-1.0,27.0,0.00021874378568790658
1084,-1.0,28.0,0.00022158461407346383
1085,-1.0,29.0,0.00014772307604897587
1086,-1.0,30.0,0.00020453964376012046
1087,-1.0,31.0,0.00021306212891679215
1088,-1.0,32.0,0.00016760887474787648
1089,-1.0,33.0,0.00010795147865117468
1090,-1.0,34.0,0.00021874378568790658
1091,-1.0,35.0,0.00015056390443453311
1092,-1.0,36.0,0.00015056390443453311
1093,-1.0,37.0,0.00010795147865117468
1094,-1.0,38.0,0.0001193147921934036
1095,-1.0,39.0,0.00010226982188006023
1096,-1.0,40.0,0.0001193147921934036
1097,-1.0,41.0,0.00010795147865117468
1098,-1.0,42.0,9.090650833783131e-05
1099,-1.0,43.0,7.670236641004517e-05
1100,-1.0,44.0,7.670236641004517e-05
1101,-1.0,45.0,6.533905286781625e-05
1102,-1.0,46.0,6.249822448225903e-05
1103,-1.0,47.0,6.817988125337348e-05
1104,-1.0,48.0,6.249822448225903e-05
1105,-1.0,49.0,3.408994062668674e-05
1106,-1.0,50.0,4.2612425783358425e-05
1107,-1.0,51.0,4.545325416891566e-05
1108,-1.0,52.0,3.1249112241129516e-05
1109,-1.0,53.0,4.2612425783358425e-05
1110,-1.0,54.0,2.5567455470015058e-05
1111,-1.0,55.0,2.8408283855572283e-05
1112,-1.0,56.0,5.397573932558734e-05
1113,-1.0,57.0,1.98857986989006e-05
1114,-1.0,58.0,1.4204141927786142e-05
1115,-1.0,59.0,1.4204141927786142e-05
1116,-1.0,60.0,1.4204141927786142e-05
1117,-1.0,61.0,1.1363313542228914e-05
1118,-1.0,62.0,1.4204141927786142e-05
1119,-1.0,63.0,5.681656771114457e-06
1120,-1.0,64.0,8.522485156671685e-06
1121,-1.0,65.0,8.522485156671685e-06
1122,-1.0,66.0,1.98857986989006e-05
1123,-1.0,67.0,8.522485156671685e-06
1124,-1.0,68.0,5.681656771114457e-06
1125,-1.0,69.0,5.681656771114457e-06
1126,-1.0,70.0,8.522485156671685e-06
1127,-1.0,71.0,8.522485156671685e-06
1128,-1.0,72.0,8.522485156671685e-06
1129,-1.0,74.0,1.1363313542228914e-05
1130,-1.0,75.0,2.8408283855572286e-06
1131,-1.0,77.0,2.8408283855572286e-06
1132,-1.0,80.0,2.8408283855572286e-06
1133,-1.0,81.0,2.8408283855572286e-06
1134,-1.0,84.0,5.681656771114457e-06
1135,-1.0,86.0,5.681656771114457e-06
1136,-1.0,87.0,2.8408283855572286e-06
1137,-1.0,88.0,2.8408283855572286e-06
1138,-1.0,94.0,2.8408283855572286e-06
1139,-1.0,96.0,2.8408283855572286e-06
1140,-0.9,1.0,7.386153802448793e-05
1141,-0.9,2.0,0.00010795147865117468
1142,-0.9,3.0,5.96573960967018e-05
1143,-0.9,4.0,5.681656771114457e-05
1144,-0.9,5.0,5.397573932558734e-05
1145,-0.9,6.0,5.96573960967018e-05
1146,-0.9,7.0,5.397573932558734e-05
1147,-0.9,8.0,4.829408255447288e-05
1148,-0.9,9.0,3.408994062668674e-05
1149,-0.9,10.0,0.00010795147865117468
1150,-0.9,11.0,0.0001590863895912048
1151,-0.9,12.0,0.00029544615209795174
1152,-0.9,13.0,0.00022442544245902105
1153,-0.9,14.0,0.0002528337263145933
1154,-0.9,15.0,0.00022442544245902105
1155,-0.9,16.0,0.0002528337263145933
1156,-0.9,17.0,0.0002386295843868072
1157,-0.9,18.0,0.00029544615209795174
1158,-0.9,19.0,0.00027271952501349393
1159,-0.9,20.0,0.00033521774949575296
1160,-0.9,21.0,0.00022158461407346383
1161,-0.9,22.0,0.000298286980483509
1162,-0.9,23.0,0.000198857986989006
1163,-0.9,24.0,0.000298286980483509
1164,-0.9,25.0,0.0002301070992301355
1165,-0.9,26.0,0.0002897644953268373
1166,-0.9,27.0,0.00029260532371239454
1167,-0.9,28.0,0.0001903355018323343
1168,-0.9,29.0,0.00018749467344677707
1169,-0.9,30.0,0.0003266952643390813
1170,-0.9,31.0,0.0002301070992301355
1171,-0.9,32.0,0.00025567455470015056
1172,-0.9,33.0,0.00017613135990454817
1173,-0.9,34.0,0.00027271952501349393
1174,-0.9,35.0,0.00013920059089230418
1175,-0.9,36.0,0.00018181301667566263
1176,-0.9,37.0,0.00017613135990454817
1177,-0.9,38.0,0.00015340473282009033
1178,-0.9,39.0,0.00013351893412118975
1179,-0.9,40.0,0.00014772307604897587
1180,-0.9,41.0,8.806567995227408e-05
1181,-0.9,42.0,0.00016192721797676202
1182,-0.9,43.0,6.249822448225903e-05
1183,-0.9,44.0,0.00013920059089230418
1184,-0.9,45.0,8.522485156671685e-05
1185,-0.9,46.0,0.00011079230703673191
1186,-0.9,47.0,7.386153802448793e-05
1187,-0.9,48.0,4.545325416891566e-05
1188,-0.9,49.0,7.102070963893072e-05
1189,-0.9,50.0,6.533905286781625e-05
1190,-0.9,51.0,5.397573932558734e-05
1191,-0.9,52.0,6.533905286781625e-05
1192,-0.9,53.0,5.96573960967018e-05
1193,-0.9,54.0,4.829408255447288e-05
1194,-0.9,55.0,5.1134910940030115e-05
1195,-0.9,56.0,3.408994062668674e-05
1196,-0.9,57.0,5.397573932558734e-05
1197,-0.9,58.0,2.272662708445783e-05
1198,-0.9,59.0,4.545325416891566e-05
1199,-0.9,60.0,3.97715973978012e-05
1200,-0.9,61.0,1.704497031334337e-05
1201,-0.9,62.0,1.4204141927786142e-05
1202,-0.9,63.0,5.681656771114457e-06
1203,-0.9,64.0,3.408994062668674e-05
1204,-0.9,65.0,8.522485156671685e-06
1205,-0.9,66.0,1.1363313542228914e-05
1206,-0.9,67.0,8.522485156671685e-06
1207,-0.9,68.0,8.522485156671685e-06
1208,-0.9,69.0,1.1363313542228914e-05
1209,-0.9,70.0,8.522485156671685e-06
1210,-0.9,71.0,2.8408283855572286e-06
1211,-0.9,72.0,8.522485156671685e-06
1212,-0.9,74.0,8.522485156671685e-06
1213,-0.9,75.0,8.522485156671685e-06
1214,-0.9,76.0,1.4204141927786142e-05
1215,-0.9,77.0,2.8408283855572286e-06
1216,-0.9,78.0,5.681656771114457e-06
1217,-0.9,81.0,5.681656771114457e-06
1218,-0.9,82.0,8.522485156671685e-06
1219,-0.9,84.0,2.8408283855572286e-06
1220,-0.9,86.0,2.8408283855572286e-06
1221,-0.9,99.0,5.681656771114457e-06
1222,-0.8,1.0,0.00012499644896451806
1223,-0.8,2.0,9.9428993494503e-05
1224,-0.8,3.0,4.545325416891566e-05
1225,-0.8,4.0,5.397573932558734e-05
1226,-0.8,5.0,3.408994062668674e-05
1227,-0.8,6.0,5.1134910940030115e-05
1228,-0.8,7.0,6.533905286781625e-05
1229,-0.8,8.0,5.96573960967018e-05
1230,-0.8,9.0,7.102070963893072e-05
1231,-0.8,10.0,0.0002301070992301355
1232,-0.8,11.0,0.00026419703985682225
1233,-0.8,12.0,0.0002897644953268373
1234,-0.8,13.0,0.00021306212891679215
1235,-0.8,14.0,0.0002499928979290361
1236,-0.8,15.0,0.00020453964376012046
